"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://leon-international.com/magnetic-particle-inspection/","https://leon-international.com/images/magnetic-particle-inspection/banner.webp","Magnetic Particle Inspection (MPI) Background","45","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/buoys-fabrication/","https://leon-international.com/images/buoys/banner.webp","Custom Buoy Fabrication Background","34","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/hardness-testing/","https://leon-international.com/images/hardness-testing/banner.webp","Metal Hardness Testing Background","33","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/protective-coatings/","https://leon-international.com/_next/image/?url=%2Fimages%2Fprotective-coatings%2Fcomponent.webp&w=3840&q=75","Marine Protective Coatings & Sandblasting performed by Leon International Marine Engineers","90","Root-Relative","//body/main/main/section[2]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/cold-storage-repair/","https://leon-international.com/images/cold-storage-repair/banner.webp","Cold Storage Refrigeration Service Background","45","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/buoys-fabrication/","https://leon-international.com/_next/image/?url=%2Fimages%2Fbuoys%2Fservice-1.webp&w=3840&q=75","Skilled marine fabricator welding the curved steel hull of a gigantic offshore navigational buoy","96","Root-Relative","//body/main/main/section[2]/div/div[2]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/major-ship-repair/","https://leon-international.com/images/major-repair/banner.webp","Major Ship Repair Projects Background","37","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/hardness-testing/","https://leon-international.com/_next/image/?url=%2Fimages%2Fhardness-testing%2Fcomponent.webp&w=3840&q=75","Metal Hardness Testing performed by Leon International Marine Engineers","71","Root-Relative","//body/main/main/section[2]/div/div[1]/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/food-supply-chain-support/","https://leon-international.com/images/food-supply-chain-support/banner.webp","Food Supply Chain Support Background","36","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/welding-services/","https://leon-international.com/images/welding/banner.webp","Class-Approved Marine Welding Background","40","Root-Relative","//body/main/main/section[1]/div[1]/img","Content","HTML","","",""
"Image","https://leon-international.com/blog/crane-load-testing-importance/","https://images.unsplash.com/photo-1504917595217-d4dc5ebe6122?q=80&w=1000&auto=format&fit=crop","Large Marine Crane Testing","26","Absolute","//body/main/main/section[2]/div[2]/article/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/blog/understanding-non-destructive-testing/","https://images.unsplash.com/photo-1581092335397-9583eb92d232?q=80&w=1000&auto=format&fit=crop","Engineer performing Ultrasonic Flaw Detection","45","Absolute","//body/main/main/section[2]/div[2]/article/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/blog/industrial-protective-coatings/","https://images.unsplash.com/photo-1582213782179-e0d53f98f2ca?q=80&w=1000&auto=format&fit=crop","Applying Industrial Protective Coating to Pipes","47","Absolute","//body/main/main/section[2]/div[2]/article/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/blog/oem-vs-aftermarket-marine-spares/","https://images.unsplash.com/photo-1581091226825-a6a2a5aee158?q=80&w=1000&auto=format&fit=crop","Precision marine engine components laid out for inspection","58","Absolute","//body/main/main/section[2]/div[2]/article/div[2]/img","Content","HTML","","",""
"Image","https://leon-international.com/blog/guide-marine-engine-maintenance/","https://images.unsplash.com/photo-1581092160562-40aa08e78837?q=80&w=1000&auto=format&fit=crop","Engine Overhaul in Progress","27","Absolute","//body/main/main/section[2]/div[2]/article/div[2]/img","Content","HTML","","",""
